Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,Age,Fare
0,3,male,0,0,372622,Q,0.0,26.3875
0,3,male,0,0,349251,S,40.0,7.75
0,2,male,0,0,218629,S,28.0,8.05
0,3,male,0,0,SOTON/OQ 392082,S,0.0,14.5
0,3,female,0,0,SOTON/O.Q. 392087,S,0.0,13.0
0,3,male,2,0,A/4 48871,S,24.0,55.9
0,3,male,0,0,349205,S,19.0,14.4583
0,3,female,0,4,349909,S,29.0,7.925
0,3,male,0,0,2686,C,0.0,30.0
1,3,male,0,0,350417,S,32.0,110.8833
1,2,male,0,0,S.W./PP 752,S,62.0,26.0
1,1,female,2,0,11769,S,53.0,40.125
1,1,male,0,0,PC 17474,S,36.0,8.7125
1,3,female,0,0,14312,Q,0.0,79.65
0,3,male,0,0,A/4. 20589,S,16.0,15.0
0,3,male,0,0,358585,S,19.0,79.2
1,2,female,0,0,243880,S,34.0,8.05
1,1,female,1,0,13507,S,39.0,8.05
0,3,female,1,0,2689,C,0.0,7.125
1,3,male,0,0,STON/O 2. 3101286,S,32.0,78.2667
1,2,female,1,1,237789,S,25.0,7.25
1,1,female,1,1,17421,C,39.0,7.75
0,2,male,0,0,28403,S,54.0,26.0
0,1,male,0,0,13049,C,36.0,24.15
0,3,male,0,0,3411,C,0.0,33.0
1,1,female,0,2,110413,S,18.0,0.0
0,2,male,0,0,237565,S,47.0,7.225
1,1,male,1,1,13567,C,60.0,56.9292
0,3,male,0,0,14973,S,22.0,27.0
0,3,male,0,0,A./5. 3235,S,0.0,7.8958
0,3,male,0,0,STON/O 2. 3101273,S,35.0,42.4
1,1,female,1,0,36947,C,52.0,8.05
0,3,male,0,0,A/5 3902,S,47.0,26.55
0,3,female,0,2,364848,Q,0.0,15.55
0,2,male,1,0,SC/AH 29037,S,37.0,7.8958
0,3,male,1,1,345773,S,36.0,30.5
1,2,female,0,0,248727,S,0.0,41.5792
0,3,male,0,0,LINE,S,49.0,153.4625
0,3,male,0,0,2664,C,0.0,31.275
1,1,male,1,0,PC 17485,C,49.0,7.05
1,2,female,2,1,243847,S,24.0,15.5
0,3,male,0,0,349214,S,0.0,7.75
0,1,male,0,0,113796,S,0.0,8.05
0,3,male,0,0,364511,S,44.0,65.0
1,1,male,0,0,111426,C,35.0,14.4
0,3,male,1,0,349910,S,36.0,16.1
0,3,male,0,0,349246,S,30.0,39.0
1,1,male,0,0,113804,S,27.0,10.5
1,2,female,1,2,SC/Paris 2123,C,22.0,14.4542
1,1,female,0,0,PC 17582,S,40.0,52.5542
0,3,female,1,5,347082,S,39.0,15.7417
0,3,male,0,0,SOTON/O.Q. 3101305,S,0.0,7.8542
1,3,female,1,0,367230,Q,0.0,16.1
0,3,male,0,0,370377,Q,0.0,32.3208
0,3,male,0,0,364512,S,35.0,12.35
1,2,female,1,2,220845,S,24.0,77.9583
0,3,male,1,1,347080,S,34.0,7.8958
0,3,female,1,0,A/5. 3336,S,26.0,7.7333
1,2,female,2,1,230136,S,4.0,30.0
0,2,male,0,0,31028,S,26.0,7.0542
0,3,male,1,0,2659,C,27.0,30.5
1,1,male,1,0,11753,S,42.0,0.0
1,3,male,1,1,2653,C,20.0,27.9
0,3,male,0,0,350029,S,21.0,13.0
0,3,male,0,0,54636,S,21.0,7.925
0,1,male,0,0,36963,S,61.0,26.25
0,2,male,0,0,219533,Q,57.0,39.6875
1,1,female,0,0,13502,S,21.0,16.1
0,3,male,0,0,349224,S,26.0,7.8542
0,3,male,0,0,334912,Q,0.0,69.3
1,1,male,0,0,27042,S,51.0,27.9
0,3,male,0,0,347743,S,32.0,56.4958
1,1,male,0,0,13214,C,0.0,19.2583
0,1,male,0,0,112052,S,9.0,76.7292
0,3,female,3,2,347088,S,28.0,7.8958
1,2,female,0,0,237668,S,32.0,35.5
0,3,male,0,0,STON/O 2. 3101292,S,31.0,7.55
0,2,male,1,1,C.A. 31921,S,41.0,7.55
0,3,female,0,5,3101295,S,0.0,7.8958
0,3,male,1,0,376564,S,20.0,23.0
0,3,male,0,0,350050,S,24.0,8.4333
1,1,female,0,0,PC 17477,C,2.0,7.8292
0,3,female,3,2,347088,S,0.0,6.75
1,3,male,0,0,1601,S,0.75,73.5
1,3,female,2,1,2666,C,48.0,7.8958
1,1,male,1,0,PC 17572,C,19.0,15.5
0,3,male,0,0,349231,S,56.0,13.0
1,1,male,0,0,13213,C,0.0,113.275
0,3,male,0,0,S.O./P.P. 751,S,23.0,133.65
1,3,female,0,0,CA. 2314,S,0.0,7.225
0,3,male,0,0,349221,S,18.0,25.5875
1,2,female,0,1,231919,S,21.0,7.4958
0,3,male,0,0,8475,S,0.0,7.925
1,3,female,0,0,330919,Q,18.0,73.5
0,3,female,0,0,365226,Q,24.0,13.0
0,2,male,2,0,S.O.C. 14879,S,0.0,7.775
0,3,male,0,0,349223,S,32.0,8.05
0,3,female,1,1,364849,Q,23.0,52.0
0,2,male,0,0,29751,S,58.0,39.0
0,1,male,0,2,35273,C,50.0,52.0
1,1,male,2,0,PC 17611,S,40.0,10.5
0,3,male,0,0,2623,C,47.0,13.0
0,1,male,0,0,5727,S,36.0,0.0
0,3,male,0,0,349210,S,20.0,7.775
1,3,male,1,0,STON/O 2. 3101285,S,32.0,8.05
0,2,male,2,0,S.O.C. 14879,S,25.0,9.8417
0,2,male,0,0,234686,S,0.0,46.9
0,3,male,0,0,312993,S,43.0,8.1375
0,3,male,0,0,A/5 3536,S,0.0,76.7292
1,1,female,1,0,19996,S,40.0,9.225
1,2,female,1,1,29750,S,31.0,46.9
0,1,male,1,0,F.C. 12750,S,70.0,39.0
0,2,male,0,0,C.A. 24580,S,31.0,41.5792
1,2,male,0,0,244270,S,0.0,39.6875
0,2,male,0,0,239856,S,18.0,10.1708
0,3,male,0,0,349912,S,24.5,7.7958
0,3,male,0,0,342826,S,18.0,57.0
1,3,female,0,0,4138,S,43.0,13.4167
0,3,female,1,6,CA 2144,S,36.0,56.4958
1,1,male,0,1,PC 17755,C,0.0,7.225
0,3,female,0,0,330935,Q,27.0,26.55
1,1,male,0,0,PC 17572,C,20.0,13.5
0,3,male,0,0,6563,S,14.0,8.05
0,3,male,5,2,CA 2144,S,60.0,7.7333
0,2,male,1,1,29750,S,25.0,110.8833
0,2,male,1,2,SC/Paris 2123,C,14.0,7.65
0,3,male,4,1,3101295,S,19.0,26.2875
0,3,male,0,0,349228,S,18.0,14.4542
0,3,male,0,0,350036,S,15.0,7.7417
1,1,female,0,1,24160,S,31.0,7.8542
1,1,male,1,0,17474,S,4.0,26.0
1,3,female,0,1,349256,C,0.0,13.5
1,3,male,0,0,1601,S,25.0,26.2875
0,3,male,0,0,2672,C,60.0,151.55
0,1,male,0,0,113800,S,52.0,15.2458
0,2,male,0,0,248731,S,44.0,49.5042
0,3,male,0,0,363592,S,0.0,26.55
1,3,female,0,0,35852,Q,49.0,52.0
0,1,male,1,1,17421,C,42.0,9.4833
0,3,male,0,0,348121,S,18.0,13.0
1,1,female,1,0,PC 17757,C,35.0,7.65
1,1,male,0,0,PC 17475,S,18.0,10.5
0,3,female,0,1,2691,C,25.0,15.5
0,3,male,0,0,36864,Q,26.0,7.775
0,3,male,1,0,350025,S,39.0,33.0
0,2,male,0,0,250655,S,45.0,7.0542
1,2,female,0,0,223596,S,42.0,13.0
1,1,male,0,0,PC 17476,S,22.0,13.0
1,1,female,0,0,113781,S,0.0,53.1
1,3,male,1,1,2661,C,24.0,8.6625
1,1,female,0,0,PC 17482,C,0.0,21.0
0,1,male,0,0,113028,S,48.0,7.7375
1,1,male,1,0,19996,S,29.0,26.0
0,3,male,0,0,7545,S,52.0,7.925
0,2,male,0,0,250647,S,19.0,18.7875
0,3,male,0,0,348124,S,38.0,0.0
1,1,female,0,0,PC 17757,C,27.0,13.0
1,2,female,0,0,34218,S,0.0,13.0
0,3,male,0,0,36568,Q,33.0,16.1
0,3,male,0,0,347062,S,6.0,34.375
1,2,female,0,1,248727,S,17.0,7.8958
0,3,male,1,0,350048,S,34.0,7.8958
0,2,male,0,0,12233,S,50.0,30.0
0,2,male,0,0,250643,S,27.0,78.85
1,1,male,1,0,113806,S,20.0,16.1
0,3,male,0,0,315094,S,30.0,7.925
1,2,female,3,0,31027,S,0.0,71.0
1,3,female,0,0,36866,Q,25.0,20.25
0,2,male,1,0,236853,S,25.0,13.0
0,3,female,1,0,STON/O2. 3101271,S,29.0,53.1
1,1,female,0,0,24160,S,11.0,7.75
0,3,male,0,0,2699,C,0.0,23.0
0,2,male,0,0,239855,S,23.0,12.475
0,2,male,0,0,28425,S,23.0,9.5
0,2,male,0,0,233639,S,28.5,7.8958
0,3,male,0,0,54636,S,48.0,65.0
0,3,female,1,3,W./C. 6608,S,35.0,14.5
1,1,male,0,0,PC 17755,C,0.0,7.7958
0,3,male,0,0,349201,S,0.0,11.5
0,3,male,0,0,349218,S,0.0,8.05
1,1,male,0,0,16988,S,36.0,86.5
0,1,male,1,0,19877,S,21.0,14.5
1,1,female,2,2,PC 17608,C,24.0,7.125
0,3,male,1,0,376566,S,31.0,7.2292
1,3,male,0,0,STON/O 2. 3101288,S,70.0,120.0
0,1,male,1,1,WE/P 5735,S,16.0,7.775
0,3,male,1,1,C.A. 2673,S,30.0,77.9583
1,2,female,0,0,250648,S,19.0,39.6
0,1,male,1,0,113773,S,31.0,7.75
0,3,male,0,0,335097,Q,4.0,24.15
1,2,female,1,1,29103,S,6.0,8.3625
1,3,male,0,1,392096,S,33.0,9.5
0,3,male,0,0,345780,S,23.0,7.8542
0,3,male,0,0,349204,S,48.0,10.5
1,2,female,1,2,220845,S,0.67,7.225
1,2,male,1,1,250649,S,28.0,23.0
0,3,male,0,0,350042,S,18.0,7.75
0,2,male,0,0,29108,S,34.0,7.75
0,3,male,0,0,363294,S,33.0,12.475
1,1,female,0,0,110152,S,0.0,7.7375
0,3,male,0,0,358585,S,41.0,7.2292
0,3,male,0,0,SOTON/O2 3101272,S,20.0,57.0
1,3,male,0,0,2663,C,36.0,30.0
1,1,female,1,2,113760,S,16.0,23.45
0,3,male,0,0,347074,S,51.0,7.05
1,1,female,1,0,13502,S,0.0,7.25
0,1,male,0,0,112379,C,30.5,7.4958
0,3,female,0,0,364850,Q,0.0,29.125
0,3,male,1,0,371110,Q,32.0,20.575
0,3,male,0,0,8471,S,24.0,79.2
0,3,male,0,0,345781,S,48.0,7.75
0,3,male,0,0,350047,S,57.0,26.0
0,2,female,0,0,S.O./P.P. 3,S,0.0,69.55
0,3,male,0,0,2674,C,54.0,30.6958
1,2,female,1,3,29105,S,18.0,7.8958
0,3,male,0,0,347078,S,0.0,13.0
0,3,male,0,0,383121,Q,5.0,25.9292
1,3,female,0,0,364516,S,0.0,8.6833
0,3,male,0,0,36865,Q,43.0,7.2292
1,1,female,0,1,24160,S,13.0,24.15
1,3,female,0,0,2687,C,17.0,13.0
1,1,female,1,0,17474,S,29.0,26.25
0,1,male,0,0,113501,S,0.0,120.0
0,3,male,1,2,W./C. 6607,S,25.0,8.5167
0,3,male,0,0,SOTON/O.Q. 3101312,S,25.0,6.975
0,3,male,0,0,374887,S,18.0,7.775
1,3,female,0,0,3101265,S,8.0,0.0
0,3,male,4,1,382652,Q,1.0,7.775
1,3,male,1,2,C.A. 2315,S,46.0,13.0
0,1,male,0,0,PC 17593,C,0.0,53.1
0,3,male,0,0,12460,Q,16.0,7.8875
0,2,male,0,0,239865,S,0.0,24.15
0,3,female,8,2,CA. 2343,S,0.0,10.5
0,1,male,0,0,PC 17600,C,25.0,31.275
0,3,male,0,0,349203,S,39.0,8.05
0,2,male,0,0,28213,S,49.0,0.0
1,1,female,0,0,17465,S,31.0,7.925
1,3,female,0,0,349244,S,30.0,37.0042
0,3,male,0,0,2685,C,30.0,6.45
0,3,female,1,1,345773,S,34.0,27.9
0,2,male,0,0,250647,S,31.0,93.5
1,2,female,1,1,C.A. 31921,S,11.0,8.6625
1,1,male,1,2,113760,S,0.42,0.0
1,3,male,0,1,2625,C,27.0,12.475
1,3,male,0,0,347089,S,31.0,39.6875
0,3,male,0,0,347063,S,39.0,6.95
0,1,male,0,0,112050,S,18.0,56.4958
0,3,female,0,0,347087,S,39.0,37.0042
0,2,male,0,0,248723,S,33.0,7.75
1,1,female,1,0,113806,S,26.0,80.0
0,3,male,0,0,3474,S,39.0,14.4542
0,3,male,0,0,A/4 48871,S,35.0,18.75
0,2,male,0,0,28206,S,6.0,7.2292
0,3,female,4,2,347082,S,30.5,7.8542
0,3,male,0,0,364499,S,0.0,8.3
0,1,male,0,0,112058,S,23.0,83.1583
0,3,female,0,0,STON/O2. 3101290,S,31.0,8.6625
0,2,male,1,1,S.C./PARIS 2079,C,43.0,8.05
0,3,male,0,0,C 7075,S,10.0,56.4958
0,3,male,3,2,347088,S,52.0,29.7
1,1,female,1,1,12749,S,27.0,7.925
1,3,male,0,0,315098,S,38.0,10.5
0,1,male,0,0,19972,S,27.0,31.0
1,3,female,0,1,392096,S,2.0,6.4375
0,3,male,4,1,3101295,S,0.0,8.6625
0,3,male,0,0,368323,Q,0.0,7.55
0,3,male,0,0,1601,S,1.0,69.55
1,2,male,0,2,S.C./PARIS 2079,C,0.0,7.8958
1,3,male,0,0,367228,Q,62.0,33.0
1,1,female,0,0,113572,-1,15.0,89.1042
1,3,female,1,0,2659,C,0.83,31.275
1,2,male,1,1,29106,S,0.0,7.775
0,3,male,0,0,2671,C,23.0,15.2458
0,3,male,0,0,347468,S,18.0,39.4
0,3,male,0,0,2223,S,39.0,26.0
1,1,female,1,1,PC 17756,C,21.0,9.35
0,3,male,0,0,315097,S,0.0,164.8667
0,3,male,0,0,392092,S,32.0,26.55
1,3,male,0,0,1601,S,0.0,19.2583
1,1,male,0,0,11774,C,20.0,7.2292
0,3,male,0,0,SOTON/O2 3101287,S,16.0,14.1083
0,2,male,0,0,S.O./P.P. 3,S,30.0,11.5
1,1,female,0,0,113798,C,34.5,25.9292
0,3,male,0,0,2683,C,17.0,69.55
0,3,male,0,0,315090,S,42.0,13.0
0,3,male,0,0,C.A. 5547,S,0.0,13.0
0,3,male,8,2,CA. 2343,S,35.0,13.8583
0,3,male,0,0,349213,C,28.0,50.4958
0,2,male,0,1,248727,S,0.0,9.5
1,1,female,1,0,17453,C,4.0,11.1333
0,3,male,4,2,347082,S,74.0,7.8958
0,3,male,0,0,347060,S,9.0,52.5542
0,3,female,1,1,2678,C,16.0,5.0
1,1,female,0,1,PC 17592,S,44.0,9.0
0,2,female,1,0,244252,S,18.0,24.0
1,3,female,0,1,392091,S,45.0,7.225
1,1,female,1,1,36928,S,51.0,9.8458
1,1,male,0,0,113055,S,24.0,7.8958
1,3,female,0,3,2666,C,0.0,7.8958
0,3,male,0,0,2629,C,41.0,83.1583
0,3,male,2,0,350026,S,21.0,26.0
0,2,male,1,0,28134,S,48.0,7.8958
1,1,female,0,0,17466,S,0.0,10.5167
0,3,female,8,2,CA. 2343,S,24.0,10.5
0,2,male,0,0,233866,S,42.0,7.05
1,2,female,0,0,236852,S,27.0,29.125
1,2,female,1,0,SC/PARIS 2149,C,31.0,13.0
0,1,male,0,0,PC 17590,S,0.0,30.0
0,3,male,0,0,345777,S,4.0,23.45
1,3,male,1,1,347742,S,26.0,30.0
0,3,male,0,0,349248,S,47.0,7.75
