Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,Age,Fare
1,2,male,0,0,244270,S,31.0,13.0
0,2,male,0,0,239856,S,29.69911764705882,0.0
0,3,male,0,0,349912,S,18.0,7.775
0,3,male,0,0,342826,S,24.5,8.05
1,3,female,0,0,4138,S,18.0,9.8417
0,3,female,1,6,CA 2144,S,43.0,46.9
0,3,female,0,0,330935,Q,29.69911764705882,8.1375
0,3,male,0,0,6563,S,20.0,9.225
0,3,male,5,2,CA 2144,S,14.0,46.9
0,2,male,1,2,SC/Paris 2123,C,25.0,41.5792
0,3,male,4,1,3101295,S,14.0,39.6875
0,3,male,0,0,349228,S,19.0,10.1708
0,3,male,0,0,350036,S,18.0,7.7958
1,1,male,1,0,17474,S,31.0,57.0
1,3,female,0,1,349256,C,4.0,13.4167
1,3,male,0,0,1601,S,29.69911764705882,56.4958
0,3,male,0,0,2672,C,25.0,7.225
0,2,male,0,0,248731,S,52.0,13.5
0,3,male,0,0,363592,S,44.0,8.05
1,3,female,0,0,35852,Q,29.69911764705882,7.7333
0,3,male,0,0,348121,S,42.0,7.65
1,1,male,0,0,PC 17475,S,35.0,26.2875
0,3,female,0,1,2691,C,18.0,14.4542
0,3,male,0,0,36864,Q,25.0,7.7417
0,3,male,1,0,350025,S,26.0,7.8542
0,2,male,0,0,250655,S,39.0,26.0
1,2,female,0,0,223596,S,45.0,13.5
1,1,male,0,0,PC 17476,S,42.0,26.2875
1,3,male,1,1,2661,C,29.69911764705882,15.2458
1,1,female,0,0,PC 17482,C,24.0,49.5042
0,1,male,0,0,113028,S,29.69911764705882,26.55
1,1,male,1,0,19996,S,48.0,52.0
0,3,male,0,0,7545,S,29.0,9.4833
0,2,male,0,0,250647,S,52.0,13.0
0,3,male,0,0,348124,S,19.0,7.65
1,2,female,0,0,34218,S,27.0,10.5
0,3,male,0,0,36568,Q,29.69911764705882,15.5
0,3,male,0,0,347062,S,33.0,7.775
1,2,female,0,1,248727,S,6.0,33.0
0,3,male,1,0,350048,S,17.0,7.0542
0,2,male,0,0,12233,S,34.0,13.0
0,2,male,0,0,250643,S,50.0,13.0
1,1,male,1,0,113806,S,27.0,53.1
0,3,male,0,0,315094,S,20.0,8.6625
1,2,female,3,0,31027,S,30.0,21.0
1,3,female,0,0,36866,Q,29.69911764705882,7.7375
0,2,male,1,0,236853,S,25.0,26.0
0,3,female,1,0,STON/O2. 3101271,S,25.0,7.925
0,3,male,0,0,2699,C,11.0,18.7875
0,2,male,0,0,239855,S,29.69911764705882,0.0
0,2,male,0,0,28425,S,23.0,13.0
0,2,male,0,0,233639,S,23.0,13.0
0,3,male,0,0,54636,S,28.5,16.1
0,3,female,1,3,W./C. 6608,S,48.0,34.375
0,3,male,0,0,349201,S,29.69911764705882,7.8958
0,3,male,0,0,349218,S,29.69911764705882,7.8958
1,1,male,0,0,16988,S,29.69911764705882,30.0
0,3,male,1,0,376566,S,24.0,16.1
1,3,male,0,0,STON/O 2. 3101288,S,31.0,7.925
0,3,male,1,1,C.A. 2673,S,16.0,20.25
1,2,female,0,0,250648,S,30.0,13.0
0,1,male,1,0,113773,S,19.0,53.1
0,3,male,0,0,335097,Q,31.0,7.75
1,2,female,1,1,29103,S,4.0,23.0
1,3,male,0,1,392096,S,6.0,12.475
0,3,male,0,0,345780,S,33.0,9.5
0,3,male,0,0,349204,S,23.0,7.8958
0,3,male,0,0,350042,S,28.0,7.7958
0,2,male,0,0,29108,S,18.0,11.5
0,3,male,0,0,363294,S,34.0,8.05
0,3,male,0,0,358585,S,29.69911764705882,14.5
0,3,male,0,0,SOTON/O2 3101272,S,41.0,7.125
1,3,male,0,0,2663,C,20.0,7.2292
0,3,male,0,0,347074,S,16.0,7.775
0,1,male,0,0,112379,C,29.69911764705882,39.6
0,3,female,0,0,364850,Q,30.5,7.75
0,3,male,1,0,371110,Q,29.69911764705882,24.15
0,3,male,0,0,8471,S,32.0,8.3625
0,3,male,0,0,345781,S,24.0,9.5
0,3,male,0,0,350047,S,48.0,7.8542
0,3,male,0,0,2674,C,29.69911764705882,7.225
1,2,female,1,3,29105,S,54.0,23.0
0,3,male,0,0,347078,S,18.0,7.75
0,3,male,0,0,383121,Q,29.69911764705882,7.75
1,3,female,0,0,364516,S,5.0,12.475
0,3,male,0,0,36865,Q,29.69911764705882,7.7375
1,3,female,0,0,2687,C,13.0,7.2292
1,1,female,1,0,17474,S,17.0,57.0
0,1,male,0,0,113501,S,29.0,30.0
0,3,male,1,2,W./C. 6607,S,29.69911764705882,23.45
0,3,male,0,0,SOTON/O.Q. 3101312,S,25.0,7.05
0,3,male,0,0,374887,S,25.0,7.25
1,3,female,0,0,3101265,S,18.0,7.4958
0,3,male,4,1,382652,Q,8.0,29.125
0,3,male,0,0,12460,Q,29.69911764705882,7.75
0,2,male,0,0,239865,S,16.0,26.0
0,1,male,0,0,PC 17600,C,29.69911764705882,30.6958
0,3,male,0,0,349203,S,25.0,7.8958
0,2,male,0,0,28213,S,39.0,13.0
1,1,female,0,0,17465,S,49.0,25.9292
1,3,female,0,0,349244,S,31.0,8.6833
0,3,male,0,0,2685,C,30.0,7.2292
0,3,female,1,1,345773,S,30.0,24.15
0,2,male,0,0,250647,S,34.0,13.0
1,2,female,1,1,C.A. 31921,S,31.0,26.25
1,3,male,0,0,347089,S,27.0,6.975
0,3,male,0,0,347063,S,31.0,7.775
0,1,male,0,0,112050,S,39.0,0.0
0,3,female,0,0,347087,S,18.0,7.775
0,2,male,0,0,248723,S,39.0,13.0
1,1,female,1,0,113806,S,33.0,53.1
0,3,male,0,0,3474,S,26.0,7.8875
0,3,male,0,0,A/4 48871,S,39.0,24.15
0,2,male,0,0,28206,S,35.0,10.5
0,3,female,4,2,347082,S,6.0,31.275
0,3,male,0,0,364499,S,30.5,8.05
0,1,male,0,0,112058,S,29.69911764705882,0.0
0,3,female,0,0,STON/O2. 3101290,S,23.0,7.925
0,2,male,1,1,S.C./PARIS 2079,C,31.0,37.0042
0,3,male,0,0,C 7075,S,43.0,6.45
0,3,male,3,2,347088,S,10.0,27.9
1,3,male,0,0,315098,S,27.0,8.6625
0,1,male,0,0,19972,S,38.0,0.0
1,3,female,0,1,392096,S,27.0,12.475
0,3,male,0,0,368323,Q,29.69911764705882,6.95
0,3,male,0,0,1601,S,29.69911764705882,56.4958
1,3,male,0,0,367228,Q,29.69911764705882,7.75
1,3,female,1,0,2659,C,15.0,14.4542
0,3,male,0,0,2671,C,29.69911764705882,7.2292
0,3,male,0,0,347468,S,23.0,7.8542
0,3,male,0,0,2223,S,18.0,8.3
0,3,male,0,0,315097,S,21.0,8.6625
0,3,male,0,0,392092,S,29.69911764705882,8.05
1,3,male,0,0,1601,S,32.0,56.4958
1,1,male,0,0,11774,C,29.69911764705882,29.7
0,3,male,0,0,SOTON/O2 3101287,S,20.0,7.925
0,2,male,0,0,S.O./P.P. 3,S,16.0,10.5
1,1,female,0,0,113798,C,30.0,31.0
0,3,male,0,0,2683,C,34.5,6.4375
0,3,male,0,0,315090,S,17.0,8.6625
0,3,male,0,0,C.A. 5547,S,42.0,7.55
0,3,male,0,0,349213,C,35.0,7.8958
0,2,male,0,1,248727,S,28.0,33.0
0,3,male,4,2,347082,S,4.0,31.275
0,3,female,1,1,2678,C,9.0,15.2458
1,1,female,0,1,PC 17592,S,16.0,39.4
0,2,female,1,0,244252,S,44.0,26.0
1,3,female,0,1,392091,S,18.0,9.35
1,1,male,0,0,113055,S,51.0,26.55
1,3,female,0,3,2666,C,24.0,19.2583
0,3,male,0,0,2629,C,29.69911764705882,7.2292
0,3,male,2,0,350026,S,41.0,14.1083
0,2,male,1,0,28134,S,21.0,11.5
1,1,female,0,0,17466,S,48.0,25.9292
0,2,male,0,0,233866,S,24.0,13.0
1,2,female,0,0,236852,S,42.0,13.0
1,2,female,1,0,SC/PARIS 2149,C,27.0,13.8583
0,1,male,0,0,PC 17590,S,31.0,50.4958
0,3,male,0,0,345777,S,29.69911764705882,9.5
1,3,male,1,1,347742,S,4.0,11.1333
0,3,male,0,0,349248,S,26.0,7.8958
1,1,female,1,1,11751,S,47.0,52.5542
0,1,male,0,0,695,S,33.0,5.0
0,3,male,0,0,345765,S,47.0,9.0
1,2,female,1,0,P/PP 3381,C,28.0,24.0
1,3,female,0,0,2667,C,15.0,7.225
0,3,male,0,0,7534,S,20.0,9.8458
0,3,male,0,0,349212,S,19.0,7.8958
0,3,male,0,0,349217,S,29.69911764705882,7.8958
1,2,female,0,1,230433,S,25.0,26.0
0,3,male,0,0,349257,S,33.0,7.8958
0,3,female,0,0,7552,S,22.0,10.5167
0,2,male,0,0,C.A./SOTON 34068,S,28.0,10.5
0,3,male,0,0,SOTON/OQ 392076,S,25.0,7.05
0,3,female,0,5,382652,Q,39.0,29.125
0,2,male,0,0,211536,S,27.0,13.0
1,1,female,0,0,112053,S,19.0,30.0
0,3,female,1,2,W./C. 6607,S,29.69911764705882,23.45
1,1,male,0,0,111369,C,26.0,30.0
0,3,male,0,0,370376,Q,32.0,7.75
