Survived,Pclass,Sex,SibSp,Parch,Ticket,Embarked,PassengerId,Fare,Age
1,2,female,2,1,243847,S,601.0,27.0,24.0
0,3,male,0,0,349214,S,602.0,7.8958,29.69911764705882
0,1,male,0,0,113796,S,603.0,42.4,29.69911764705882
0,3,male,0,0,364511,S,604.0,8.05,44.0
1,1,male,0,0,111426,C,605.0,26.55,35.0
0,3,male,1,0,349910,S,606.0,15.55,36.0
0,3,male,0,0,349246,S,607.0,7.8958,30.0
1,1,male,0,0,113804,S,608.0,30.5,27.0
1,2,female,1,2,SC/Paris 2123,C,609.0,41.5792,22.0
0,3,female,1,5,347082,S,611.0,31.275,39.0
0,3,male,0,0,SOTON/O.Q. 3101305,S,612.0,7.05,29.69911764705882
1,3,female,1,0,367230,Q,613.0,15.5,29.69911764705882
0,3,male,0,0,370377,Q,614.0,7.75,29.69911764705882
0,3,male,0,0,364512,S,615.0,8.05,35.0
1,2,female,1,2,220845,S,616.0,65.0,24.0
0,3,male,1,1,347080,S,617.0,14.4,34.0
0,3,female,1,0,A/5. 3336,S,618.0,16.1,26.0
0,2,male,0,0,31028,S,620.0,10.5,26.0
0,3,male,1,0,2659,C,621.0,14.4542,27.0
1,1,male,1,0,11753,S,622.0,52.5542,42.0
1,3,male,1,1,2653,C,623.0,15.7417,20.0
0,3,male,0,0,350029,S,624.0,7.8542,21.0
0,3,male,0,0,54636,S,625.0,16.1,21.0
0,3,male,0,0,349224,S,629.0,7.8958,26.0
0,3,male,0,0,334912,Q,630.0,7.7333,29.69911764705882
0,3,male,0,0,347743,S,632.0,7.0542,51.0
1,1,male,0,0,13214,C,633.0,30.5,32.0
0,1,male,0,0,112052,S,634.0,0.0,29.69911764705882
0,3,female,3,2,347088,S,635.0,27.9,9.0
1,2,female,0,0,237668,S,636.0,13.0,28.0
0,3,male,0,0,STON/O 2. 3101292,S,637.0,7.925,32.0
0,2,male,1,1,C.A. 31921,S,638.0,26.25,31.0
0,3,female,0,5,3101295,S,639.0,39.6875,41.0
0,3,male,1,0,376564,S,640.0,16.1,29.69911764705882
0,3,male,0,0,350050,S,641.0,7.8542,20.0
1,3,male,0,0,1601,S,644.0,56.4958,29.69911764705882
0,3,male,0,0,349231,S,647.0,7.8958,19.0
0,3,male,0,0,S.O./P.P. 751,S,649.0,7.55,29.69911764705882
1,3,female,0,0,CA. 2314,S,650.0,7.55,23.0
0,3,male,0,0,349221,S,651.0,7.8958,29.69911764705882
1,2,female,0,1,231919,S,652.0,23.0,18.0
0,3,male,0,0,8475,S,653.0,8.4333,21.0
1,3,female,0,0,330919,Q,654.0,7.8292,29.69911764705882
0,3,female,0,0,365226,Q,655.0,6.75,18.0
0,3,male,0,0,349223,S,657.0,7.8958,29.69911764705882
0,3,female,1,1,364849,Q,658.0,15.5,32.0
0,2,male,0,0,29751,S,659.0,13.0,23.0
0,3,male,0,0,2623,C,662.0,7.225,40.0
0,1,male,0,0,5727,S,663.0,25.5875,47.0
0,3,male,0,0,349210,S,664.0,7.4958,36.0
1,3,male,1,0,STON/O 2. 3101285,S,665.0,7.925,20.0
0,2,male,0,0,234686,S,667.0,13.0,25.0
0,3,male,0,0,312993,S,668.0,7.775,29.69911764705882
0,3,male,0,0,A/5 3536,S,669.0,8.05,43.0
1,1,female,1,0,19996,S,670.0,52.0,29.69911764705882
1,2,female,1,1,29750,S,671.0,39.0,40.0
0,1,male,1,0,F.C. 12750,S,672.0,52.0,31.0
1,2,male,0,0,244270,S,674.0,13.0,31.0
0,2,male,0,0,239856,S,675.0,0.0,29.69911764705882
0,3,male,0,0,349912,S,676.0,7.775,18.0
0,3,male,0,0,342826,S,677.0,8.05,24.5
1,3,female,0,0,4138,S,678.0,9.8417,18.0
0,3,female,1,6,CA 2144,S,679.0,46.9,43.0
0,3,female,0,0,330935,Q,681.0,8.1375,29.69911764705882
0,3,male,0,0,6563,S,683.0,9.225,20.0
0,3,male,5,2,CA 2144,S,684.0,46.9,14.0
0,2,male,1,2,SC/Paris 2123,C,686.0,41.5792,25.0
0,3,male,4,1,3101295,S,687.0,39.6875,14.0
0,3,male,0,0,349228,S,688.0,10.1708,19.0
0,3,male,0,0,350036,S,689.0,7.7958,18.0
1,1,male,1,0,17474,S,691.0,57.0,31.0
1,3,male,0,0,1601,S,693.0,56.4958,29.69911764705882
0,3,male,0,0,2672,C,694.0,7.225,25.0
0,3,male,0,0,363592,S,697.0,8.05,44.0
1,3,female,0,0,35852,Q,698.0,7.7333,29.69911764705882
0,3,male,0,0,348121,S,700.0,7.65,42.0
1,1,male,0,0,PC 17475,S,702.0,26.2875,35.0
0,3,female,0,1,2691,C,703.0,14.4542,18.0
0,3,male,0,0,36864,Q,704.0,7.7417,25.0
0,3,male,1,0,350025,S,705.0,7.8542,26.0
0,2,male,0,0,250655,S,706.0,26.0,39.0
1,2,female,0,0,223596,S,707.0,13.5,45.0
1,1,male,0,0,PC 17476,S,708.0,26.2875,42.0
1,3,male,1,1,2661,C,710.0,15.2458,29.69911764705882
1,1,female,0,0,PC 17482,C,711.0,49.5042,24.0
0,1,male,0,0,113028,S,712.0,26.55,29.69911764705882
1,1,male,1,0,19996,S,713.0,52.0,48.0
0,3,male,0,0,7545,S,714.0,9.4833,29.0
0,3,male,0,0,348124,S,716.0,7.65,19.0
1,2,female,0,0,34218,S,718.0,10.5,27.0
0,3,male,0,0,36568,Q,719.0,15.5,29.69911764705882
0,3,male,0,0,347062,S,720.0,7.775,33.0
1,2,female,0,1,248727,S,721.0,33.0,6.0
0,3,male,1,0,350048,S,722.0,7.0542,17.0
0,2,male,0,0,12233,S,723.0,13.0,34.0
0,2,male,0,0,250643,S,724.0,13.0,50.0
1,1,male,1,0,113806,S,725.0,53.1,27.0
0,3,male,0,0,315094,S,726.0,8.6625,20.0
1,2,female,3,0,31027,S,727.0,21.0,30.0
1,3,female,0,0,36866,Q,728.0,7.7375,29.69911764705882
0,2,male,1,0,236853,S,729.0,26.0,25.0
0,3,female,1,0,STON/O2. 3101271,S,730.0,7.925,25.0
0,3,male,0,0,2699,C,732.0,18.7875,11.0
0,2,male,0,0,239855,S,733.0,0.0,29.69911764705882
0,2,male,0,0,28425,S,734.0,13.0,23.0
0,2,male,0,0,233639,S,735.0,13.0,23.0
0,3,male,0,0,54636,S,736.0,16.1,28.5
0,3,female,1,3,W./C. 6608,S,737.0,34.375,48.0
0,3,male,0,0,349201,S,739.0,7.8958,29.69911764705882
0,3,male,0,0,349218,S,740.0,7.8958,29.69911764705882
1,1,male,0,0,16988,S,741.0,30.0,29.69911764705882
0,3,male,1,0,376566,S,744.0,16.1,24.0
1,3,male,0,0,STON/O 2. 3101288,S,745.0,7.925,31.0
0,3,male,1,1,C.A. 2673,S,747.0,20.25,16.0
1,2,female,0,0,250648,S,748.0,13.0,30.0
0,1,male,1,0,113773,S,749.0,53.1,19.0
0,3,male,0,0,335097,Q,750.0,7.75,31.0
1,3,male,0,1,392096,S,752.0,12.475,6.0
0,3,male,0,0,345780,S,753.0,9.5,33.0
0,3,male,0,0,349204,S,754.0,7.8958,23.0
1,2,female,1,2,220845,S,755.0,65.0,48.0
0,3,male,0,0,350042,S,757.0,7.7958,28.0
0,2,male,0,0,29108,S,758.0,11.5,18.0
0,3,male,0,0,363294,S,759.0,8.05,34.0
0,3,male,0,0,358585,S,761.0,14.5,29.69911764705882
0,3,male,0,0,SOTON/O2 3101272,S,762.0,7.125,41.0
1,3,male,0,0,2663,C,763.0,7.2292,20.0
0,3,male,0,0,347074,S,765.0,7.775,16.0
0,1,male,0,0,112379,C,767.0,39.6,29.69911764705882
0,3,female,0,0,364850,Q,768.0,7.75,30.5
0,3,male,1,0,371110,Q,769.0,24.15,29.69911764705882
0,3,male,0,0,8471,S,770.0,8.3625,32.0
0,3,male,0,0,345781,S,771.0,9.5,24.0
0,3,male,0,0,350047,S,772.0,7.8542,48.0
0,3,male,0,0,2674,C,774.0,7.225,29.69911764705882
0,3,male,0,0,347078,S,776.0,7.75,18.0
0,3,male,0,0,383121,Q,777.0,7.75,29.69911764705882
1,3,female,0,0,364516,S,778.0,12.475,5.0
0,3,male,0,0,36865,Q,779.0,7.7375,29.69911764705882
1,3,female,0,0,2687,C,781.0,7.2292,13.0
1,1,female,1,0,17474,S,782.0,57.0,17.0
0,1,male,0,0,113501,S,783.0,30.0,29.0
0,3,male,1,2,W./C. 6607,S,784.0,23.45,29.69911764705882
0,3,male,0,0,SOTON/O.Q. 3101312,S,785.0,7.05,25.0
0,3,male,0,0,374887,S,786.0,7.25,25.0
1,3,female,0,0,3101265,S,787.0,7.4958,18.0
0,3,male,4,1,382652,Q,788.0,29.125,8.0
0,3,male,0,0,12460,Q,791.0,7.75,29.69911764705882
0,2,male,0,0,239865,S,792.0,26.0,16.0
0,1,male,0,0,PC 17600,C,794.0,30.6958,29.69911764705882
0,3,male,0,0,349203,S,795.0,7.8958,25.0
0,2,male,0,0,28213,S,796.0,13.0,39.0
1,1,female,0,0,17465,S,797.0,25.9292,49.0
1,3,female,0,0,349244,S,798.0,8.6833,31.0
0,3,male,0,0,2685,C,799.0,7.2292,30.0
0,3,female,1,1,345773,S,800.0,24.15,30.0
0,2,male,0,0,250647,S,801.0,13.0,34.0
1,2,female,1,1,C.A. 31921,S,802.0,26.25,31.0
1,3,male,0,0,347089,S,805.0,6.975,27.0
0,3,male,0,0,347063,S,806.0,7.775,31.0
0,1,male,0,0,112050,S,807.0,0.0,39.0
0,3,female,0,0,347087,S,808.0,7.775,18.0
0,2,male,0,0,248723,S,809.0,13.0,39.0
1,1,female,1,0,113806,S,810.0,53.1,33.0
0,3,male,0,0,3474,S,811.0,7.8875,26.0
0,3,male,0,0,A/4 48871,S,812.0,24.15,39.0
0,2,male,0,0,28206,S,813.0,10.5,35.0
0,3,female,4,2,347082,S,814.0,31.275,6.0
0,3,male,0,0,364499,S,815.0,8.05,30.5
0,1,male,0,0,112058,S,816.0,0.0,29.69911764705882
0,3,female,0,0,STON/O2. 3101290,S,817.0,7.925,23.0
0,2,male,1,1,S.C./PARIS 2079,C,818.0,37.0042,31.0
0,3,male,0,0,C 7075,S,819.0,6.45,43.0
0,3,male,3,2,347088,S,820.0,27.9,10.0
1,3,male,0,0,315098,S,822.0,8.6625,27.0
0,1,male,0,0,19972,S,823.0,0.0,38.0
1,3,female,0,1,392096,S,824.0,12.475,27.0
0,3,male,0,0,368323,Q,826.0,6.95,29.69911764705882
0,3,male,0,0,1601,S,827.0,56.4958,29.69911764705882
1,3,male,0,0,367228,Q,829.0,7.75,29.69911764705882
1,3,female,1,0,2659,C,831.0,14.4542,15.0
0,3,male,0,0,2671,C,833.0,7.2292,29.69911764705882
0,3,male,0,0,347468,S,834.0,7.8542,23.0
0,3,male,0,0,2223,S,835.0,8.3,18.0
0,3,male,0,0,315097,S,837.0,8.6625,21.0
0,3,male,0,0,392092,S,838.0,8.05,29.69911764705882
1,3,male,0,0,1601,S,839.0,56.4958,32.0
1,1,male,0,0,11774,C,840.0,29.7,29.69911764705882
0,3,male,0,0,SOTON/O2 3101287,S,841.0,7.925,20.0
0,2,male,0,0,S.O./P.P. 3,S,842.0,10.5,16.0
1,1,female,0,0,113798,C,843.0,31.0,30.0
0,3,male,0,0,2683,C,844.0,6.4375,34.5
0,3,male,0,0,315090,S,845.0,8.6625,17.0
0,3,male,0,0,C.A. 5547,S,846.0,7.55,42.0
0,3,male,0,0,349213,C,848.0,7.8958,35.0
0,2,male,0,1,248727,S,849.0,33.0,28.0
0,3,female,1,1,2678,C,853.0,15.2458,9.0
1,1,female,0,1,PC 17592,S,854.0,39.4,16.0
0,2,female,1,0,244252,S,855.0,26.0,44.0
1,3,female,0,1,392091,S,856.0,9.35,18.0
1,1,male,0,0,113055,S,858.0,26.55,51.0
1,3,female,0,3,2666,C,859.0,19.2583,24.0
0,3,male,0,0,2629,C,860.0,7.2292,29.69911764705882
0,3,male,2,0,350026,S,861.0,14.1083,41.0
0,2,male,1,0,28134,S,862.0,11.5,21.0
1,1,female,0,0,17466,S,863.0,25.9292,48.0
0,2,male,0,0,233866,S,865.0,13.0,24.0
1,2,female,0,0,236852,S,866.0,13.0,42.0
1,2,female,1,0,SC/PARIS 2149,C,867.0,13.8583,27.0
0,1,male,0,0,PC 17590,S,868.0,50.4958,31.0
0,3,male,0,0,345777,S,869.0,9.5,29.69911764705882
0,3,male,0,0,349248,S,871.0,7.8958,26.0
1,1,female,1,1,11751,S,872.0,52.5542,47.0
0,1,male,0,0,695,S,873.0,5.0,33.0
0,3,male,0,0,345765,S,874.0,9.0,47.0
1,2,female,1,0,P/PP 3381,C,875.0,24.0,28.0
1,3,female,0,0,2667,C,876.0,7.225,15.0
0,3,male,0,0,7534,S,877.0,9.8458,20.0
0,3,male,0,0,349212,S,878.0,7.8958,19.0
0,3,male,0,0,349217,S,879.0,7.8958,29.69911764705882
1,2,female,0,1,230433,S,881.0,26.0,25.0
0,3,male,0,0,349257,S,882.0,7.8958,33.0
0,3,female,0,0,7552,S,883.0,10.5167,22.0
0,2,male,0,0,C.A./SOTON 34068,S,884.0,10.5,28.0
0,3,male,0,0,SOTON/OQ 392076,S,885.0,7.05,25.0
0,3,female,0,5,382652,Q,886.0,29.125,39.0
0,2,male,0,0,211536,S,887.0,13.0,27.0
1,1,female,0,0,112053,S,888.0,30.0,19.0
0,3,female,1,2,W./C. 6607,S,889.0,23.45,29.69911764705882
1,1,male,0,0,111369,C,890.0,30.0,26.0
0,3,male,0,0,370376,Q,891.0,7.75,32.0
