Survived,Pclass,Sex,Age,Parch,Ticket
0,3,female,6.0,2,347082
0,3,male,30.5,0,364499
0,1,male,29.69911764705882,0,112058
0,3,female,23.0,0,STON/O2. 3101290
0,2,male,31.0,1,S.C./PARIS 2079
0,3,male,43.0,0,C 7075
0,3,male,10.0,2,347088
1,1,female,52.0,1,12749
1,3,male,27.0,0,315098
0,1,male,38.0,0,19972
1,3,female,27.0,1,392096
0,3,male,2.0,1,3101295
0,3,male,29.69911764705882,0,368323
0,3,male,29.69911764705882,0,1601
1,2,male,1.0,2,S.C./PARIS 2079
1,3,male,29.69911764705882,0,367228
1,1,female,62.0,0,113572
1,3,female,15.0,0,2659
1,2,male,0.83,1,29106
0,3,male,29.69911764705882,0,2671
0,3,male,23.0,0,347468
0,3,male,18.0,0,2223
1,1,female,39.0,1,PC 17756
0,3,male,21.0,0,315097
0,3,male,29.69911764705882,0,392092
1,3,male,32.0,0,1601
1,1,male,29.69911764705882,0,11774
0,3,male,20.0,0,SOTON/O2 3101287
0,2,male,16.0,0,S.O./P.P. 3
1,1,female,30.0,0,113798
0,3,male,34.5,0,2683
0,3,male,17.0,0,315090
0,3,male,42.0,0,C.A. 5547
0,3,male,29.69911764705882,2,CA. 2343
0,3,male,35.0,0,349213
0,2,male,28.0,1,248727
1,1,female,29.69911764705882,0,17453
0,3,male,4.0,2,347082
0,3,male,74.0,0,347060
0,3,female,9.0,1,2678
1,1,female,16.0,1,PC 17592
0,2,female,44.0,0,244252
1,3,female,18.0,1,392091
1,1,female,45.0,1,36928
1,1,male,51.0,0,113055
1,3,female,24.0,3,2666
0,3,male,29.69911764705882,0,2629
0,3,male,41.0,0,350026
0,2,male,21.0,0,28134
1,1,female,48.0,0,17466
0,3,female,29.69911764705882,2,CA. 2343
0,2,male,24.0,0,233866
1,2,female,42.0,0,236852
1,2,female,27.0,0,SC/PARIS 2149
0,1,male,31.0,0,PC 17590
0,3,male,29.69911764705882,0,345777
1,3,male,4.0,1,347742
0,3,male,26.0,0,349248
1,1,female,47.0,1,11751
0,1,male,33.0,0,695
0,3,male,47.0,0,345765
1,2,female,28.0,0,P/PP 3381
1,3,female,15.0,0,2667
0,3,male,20.0,0,7534
0,3,male,19.0,0,349212
0,3,male,29.69911764705882,0,349217
1,1,female,56.0,1,11767
1,2,female,25.0,1,230433
0,3,male,33.0,0,349257
0,3,female,22.0,0,7552
0,2,male,28.0,0,C.A./SOTON 34068
0,3,male,25.0,0,SOTON/OQ 392076
0,3,female,39.0,5,382652
0,2,male,27.0,0,211536
1,1,female,19.0,0,112053
0,3,female,29.69911764705882,2,W./C. 6607
1,1,male,26.0,0,111369
0,3,male,32.0,0,370376
