Survived,Sex,SibSp,Parch,Ticket,Age,Fare
0,male,0,0,112050,39.0,0.0
0,female,0,0,347087,18.0,7.775
0,male,0,0,248723,39.0,13.0
1,female,1,0,113806,33.0,53.1
0,male,0,0,3474,26.0,7.8875
0,male,0,0,A/4 48871,39.0,24.15
0,male,0,0,28206,35.0,10.5
0,female,4,2,347082,6.0,31.275
0,male,0,0,364499,30.5,8.05
0,male,0,0,112058,29.69911764705882,0.0
0,female,0,0,STON/O2. 3101290,23.0,7.925
0,male,1,1,S.C./PARIS 2079,31.0,37.0042
0,male,0,0,C 7075,43.0,6.45
0,male,3,2,347088,10.0,27.9
1,male,0,0,315098,27.0,8.6625
0,male,0,0,19972,38.0,0.0
1,female,0,1,392096,27.0,12.475
0,male,0,0,368323,29.69911764705882,6.95
0,male,0,0,1601,29.69911764705882,56.4958
1,male,0,0,367228,29.69911764705882,7.75
1,female,1,0,2659,15.0,14.4542
0,male,0,0,2671,29.69911764705882,7.2292
0,male,0,0,347468,23.0,7.8542
0,male,0,0,2223,18.0,8.3
0,male,0,0,315097,21.0,8.6625
0,male,0,0,392092,29.69911764705882,8.05
1,male,0,0,1601,32.0,56.4958
1,male,0,0,11774,29.69911764705882,29.7
0,male,0,0,SOTON/O2 3101287,20.0,7.925
0,male,0,0,S.O./P.P. 3,16.0,10.5
1,female,0,0,113798,30.0,31.0
0,male,0,0,2683,34.5,6.4375
0,male,0,0,315090,17.0,8.6625
0,male,0,0,C.A. 5547,42.0,7.55
0,male,0,0,349213,35.0,7.8958
0,male,0,1,248727,28.0,33.0
0,male,4,2,347082,4.0,31.275
0,female,1,1,2678,9.0,15.2458
1,female,0,1,PC 17592,16.0,39.4
0,female,1,0,244252,44.0,26.0
1,female,0,1,392091,18.0,9.35
1,male,0,0,113055,51.0,26.55
1,female,0,3,2666,24.0,19.2583
0,male,0,0,2629,29.69911764705882,7.2292
0,male,2,0,350026,41.0,14.1083
0,male,1,0,28134,21.0,11.5
1,female,0,0,17466,48.0,25.9292
0,male,0,0,233866,24.0,13.0
1,female,0,0,236852,42.0,13.0
1,female,1,0,SC/PARIS 2149,27.0,13.8583
0,male,0,0,PC 17590,31.0,50.4958
0,male,0,0,345777,29.69911764705882,9.5
1,male,1,1,347742,4.0,11.1333
0,male,0,0,349248,26.0,7.8958
1,female,1,1,11751,47.0,52.5542
0,male,0,0,695,33.0,5.0
0,male,0,0,345765,47.0,9.0
1,female,1,0,P/PP 3381,28.0,24.0
1,female,0,0,2667,15.0,7.225
0,male,0,0,7534,20.0,9.8458
0,male,0,0,349212,19.0,7.8958
0,male,0,0,349217,29.69911764705882,7.8958
1,female,0,1,230433,25.0,26.0
0,male,0,0,349257,33.0,7.8958
0,female,0,0,7552,22.0,10.5167
0,male,0,0,C.A./SOTON 34068,28.0,10.5
0,male,0,0,SOTON/OQ 392076,25.0,7.05
0,female,0,5,382652,39.0,29.125
0,male,0,0,211536,27.0,13.0
1,female,0,0,112053,19.0,30.0
0,female,1,2,W./C. 6607,29.69911764705882,23.45
1,male,0,0,111369,26.0,30.0
0,male,0,0,370376,32.0,7.75
